snapshot_date,voice_id,public_owner_id,name,language,locale,accent,gender,age,descriptive,use_case,category,usage_character_count_1y,usage_character_count_7d,cloned_by_count,featured,rate,preview_url,description
2026-08-15,jAAHNNqlbAX9iWjJPEtE,1660580588b63dbec39e4ca21a160cef605969e84448cbc688655770170e64da,"Sara - Soft, Calm and Gentle",ar,Unknown,jordanian,female,young,confident,social_media,high_quality,150516017,2462015,108942,false,1,https://api.us.elevenlabs.io/v1/voices/jAAHNNqlbAX9iWjJPEtE/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiI0YTkzYzU2ODllZTM0MDk5ODA5NTNjZDM2NDU1NTZiZiIsImZpbGVuYW1lIjoidVFZcXVaVmZacVdzZHZ6OVNLeHMubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"This voice clone is based on a natural female voice with a calm, expressive, and intelligent tone. It reflects a neutral Middle Eastern accent with clear articulation and a warm delivery, making it ideal for AI assistants, educational content, and professional narrations. Perfect for use in Arabic and bilingual (Arabic-English- French - Turkish) applications where clarity and trustworthiness are essential."
2026-08-15,OFHP1Qg30FPoNfkUFFlA,3bad179a81bed9f2135c20699d12fbb50c496a30ba898f3048c6d83ba80df824,"Adam - Deep, Rich and Expressive",ar,ar-EG,egyptian,male,middle_aged,confident,narrative_story,professional,145149937,1779505,179711,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/6xGk10tnFoYNQEesvyt5wAixRrc2/voices/OFHP1Qg30FPoNfkUFFlA/d0EAPFshqfoHzLkWUsKz.mp3,"Experience a rich, expressive Arabic voice that blends clarity with warmth — perfect for narrations, audiobooks, documentaries, and emotional storytelling.
This voice features precise articulation, natural pacing, and a versatile emotional range — from calm and reflective to powerful and dramatic. Ideal for content that requires a genuine human touch, whether in Modern Standard Arabic or colloquial Egyptian.
A trustworthy voice that elevates your message and keeps your audience engaged."
2026-08-15,UNBIyLbtFB9k7FKW8wJv,206f4eff6b5968e9f6c7b72f8ad8cbc77a15ff5a37e50ee44a36f2aad93019ef,Serge de Beer - Professional Narrator,nl,nl-NL,standard,male,middle_aged,calm,informative_educational,professional,137997850,638603,36364,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/099d1dc9ca1d4ca8922ad67d26a8327d/voices/UNBIyLbtFB9k7FKW8wJv/fS1o8uRWFIg7F0vzJ3Jn.mp3,"Middle aged Reliable Dutch voice, specialized in voice-over for instructional videos."
2026-08-15,9lHjugDhwqoxA5MhX0az,649d5d7a8d7cda374f337b08fe37fe9066686b8c337c4e357fb5f15ff9b699f9,"Anna Su - Casual, Friendly and Bright",zh,cmn-TW,taiwan mandarin,female,young,casual,social_media,high_quality,132646113,2791853,42028,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/iWxuY2XaYrWRf6GQxIUY2M0J0gJ3/voices/9lHjugDhwqoxA5MhX0az/55SoO0ERY953JPIuC271.mp3,"A youthful and bright Chinese female voice with a soft, friendly tone — warm, conversational, and effortlessly engaging, like a friend catching up with you over coffee."
2026-08-15,s07IwTCOrCDCaETjUVjx,219e2c24fb2ce1f2a9727325609ced8e5548e2320fdd30d5f0e774c19e0604f8,"Hyunbin - Diplomatic, Clear and Measured",ko,ko-KR,seoul,male,middle_aged,professional,narrative_story,high_quality,132505955,2338789,95941,false,1,https://storage.googleapis.com/eleven-public-prod/hSWXaUomcSNh92DBdVimNedwBFB2/voices/s07IwTCOrCDCaETjUVjx/b9065609-ce5d-409b-b42d-59a39962f088.mp3,Cool Korean male voice. Great for Professional corporate PR narration.
2026-08-15,4VZIsMPtgggwNg7OXbPY,60079d355e8d217eb5d21249e688a09ac07a6d483c50a63560d9936211b5b100,"James Gao - Calm, Friendly and Warm",zh,cmn-CN,standard,male,middle_aged,calm,narrative_story,high_quality,125696589,1342650,35698,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/qCmCyqVqIbevIuA9FVI25BpgadC2/voices/4VZIsMPtgggwNg7OXbPY/9fLlmDXPhO819IAIRK44.mp3,"A middle-aged Chinese voice in a calm, friendly tone. Perfect for narrative and storytelling."
2026-08-15,B8gJV1IhpuegLxdpXFOE,326987a0e96b328a15b0056915f06c20364d346e868deb24761e6453bb0c5f75,"Kuon - Cheerful, Clear and Steady",ja,ja-JP,standard,female,young,cute,characters_animation,high_quality,120756622,1293761,107138,true,1,https://storage.googleapis.com/eleven-public-prod/database/user/5InJxTNw62QKlkwHZntu42lkOMk1/voices/B8gJV1IhpuegLxdpXFOE/38bca842-43a2-4be7-9fbd-0097cca97d45.mp3,Acute female & fantastic voice.
2026-08-15,aN7cv9yXNrfIR87bDmyD,8c8f87dddfccb18ce488693f863a7b1cc43968cb8befeae75e34712c0bf2b763,Ninh Đôn – Deep & Warm,vi,vi-VN,northern,male,young,excited,conversational,professional,120524840,1779658,131956,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/sOwFF8ejIvSefUvvGpTJ63HXubh1/voices/aN7cv9yXNrfIR87bDmyD/hfxx2raRzt2YVxtQiM8H.mp3,Young conversational male voice.
2026-08-15,x0u3EW21dbrORJzOq1m9,e3470d888d1ee2ed0d0c0ac223b8eb1ac417f8e4b8b6833373ad17f95fac46e0,Adam Composer - Resonant and Smooth,sv,sv-SE,stockholm,male,middle_aged,confident,narrative_story,high_quality,119676316,7335997,68036,false,1,https://storage.googleapis.com/eleven-public-prod/Clk6kdJ10yNzb14pOOqXKi1y5qW2/voices/x0u3EW21dbrORJzOq1m9/ffda0752-26f1-4341-8f31-161771679941.mp3,"Middle-aged Swedish male with a deep, resonant, smooth, pleasant and rich voice. Voice is calm and suitable for Narrations."
2026-08-15,RXCCWbOxP7Hisa63Xsv5,5713d19c76c69e53afaeb8b2025235aa77c859bdf4e6a3c913ff64498a49f855,"Adam - Calm, Relaxing and Informative",tr,tr-TR,istanbul,male,middle_aged,calm,narrative_story,high_quality,108045273,3292860,98555,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/aac72c27d64142008ecb4d894a8d65c8/voices/RXCCWbOxP7Hisa63Xsv5/cZ7NewChsMrQUnCnbn4Z.mp3,An adult voice Over for audio guide
2026-08-15,GVRiwBELe0czFUAJj0nX,99e396778c0d03d0e2635568277979f01be7e3dc7e98ecc5d25a16a3e92c27e1,Anton - Friendly and Warm Storyteller,uk,uk-UA,standard,male,middle_aged,casual,narrative_story,high_quality,99742163,1023156,96032,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/GVRiwBELe0czFUAJj0nX/E7fsygZN4CLpuyugUzMg.mp3,"A middle-aged Ukrainian man has a medium pitch and emotional tone to his voice. He speaks Ukrainian at a moderate pace, using moderate pauses between words, which helps to convey his thoughts clearly. He is well-suited for delivering news."
2026-08-15,sl57jAImqa2LsggCVUXt,4f32fafe59619d894eb8f99ea3bdba92222e4816045f82d02828fed19f8dc17b,"Leo - Reflective, Natural and Calm",it,it-IT,unknown,male,middle_aged,calm,social_media,high_quality,96407074,1001241,5756,false,1,https://storage.googleapis.com/eleven-public-prod/f078eVPZnQc91NFnRwjEiqsruL23/voices/sl57jAImqa2LsggCVUXt/cd01a8ff-cea9-4e98-acda-6a695f0ac0f0.mp3,Middle aged Italian male voice. Great for social media content.
2026-08-15,WeAAwKYcS06VmXw086yZ,e092f85cb7961adee2d248867d9dd185b3e890dff12b5d91c4fed26991b00c2f,Victoria - Warm and calm,fr,fr-FR,parisian,female,middle_aged,deep,narrative_story,high_quality,94062665,3632580,46263,false,1,https://api.us.elevenlabs.io/v1/voices/WeAAwKYcS06VmXw086yZ/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiI5ZTc0MTgwOWMwODc0YWI0OWJlYzIwYzgzYzc4ZGNiYiIsImZpbGVuYW1lIjoiYmI5dXhLVlhHRHhNTUtSNlByZmoubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"High quality, deep, and calm. A young, fluid, and captivating voice, ideal for narration and audiobooks. Exceptional rendering quality to bring your projects to life!"
2026-08-15,m151rjrbWXbBqyq56tly,3f47bd76f83c29be67f5e7464348cc1cf119265ba47fdbad8b64f6c354af83e4,"Carla - Inviting, Warm and Helpful",pt,pt-BR,brazilian,female,young,professional,informative_educational,high_quality,92473903,2649523,45705,false,1,https://api.us.elevenlabs.io/v1/voices/m151rjrbWXbBqyq56tly/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiSEJ4NFRCTUNncVJXQTNTSlJuOVR6cnBSWHJMMiIsImZpbGVuYW1lIjoiemNLZUZSRzQ1OVBuMmJtOWdtR3YubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Young Brazilian female and corporate voice for your institutional videos.

Credibility and impact for the institutional sector, but not only that!"
2026-08-15,AVIlLDn2TVmdaDycgbo3,9f157b6eb812bfa4760eac4ae1de7cd876927bb0bbdebc3cda06b498dab785cd,Eric Sijbesma - Natural and Authentic,nl,nl-NL,unknown,male,middle_aged,confident,conversational,professional,82181855,896292,27431,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/AVIlLDn2TVmdaDycgbo3/JbIwJwa6R5IlWcdyTP8X.mp3,Dutch middle aged man. Voice is great for conversations.
2026-08-15,KVzG2JMdZJKi6y7cwERP,bf0ece085388fd87c89f37ee539ae3a200a91e8fd07d1b4865d2b231b2bb13c0,Quang Nguyen - Warm and Dynamic,vi,vi-VN,northern,male,middle_aged,confident,narrative_story,professional,73365292,669120,52830,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/aaVU9U8RcJTLZ80aHbgW3PcvNZi1/voices/KVzG2JMdZJKi6y7cwERP/2f0e77a9-a1d1-4295-ab0b-d3b259810ce8.mp3,"Baritone voice, warm and dynamic. Natural, friendly reading voice, suitable for entertaining podcast content, YouTube videos, or dubbing young characters."
2026-08-15,hZTuv9Zqrq4yHYrEmF1r,29f5388195d2631d13993e7f988c8f402c68c1499a227969fefa53566d228f1c,"Adam Li -  Deep, Steady and Calm",zh,Unknown,singapore mandarin,male,middle_aged,deep,narrative_story,high_quality,71868030,1115031,109178,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/quDcGrthgkcACCa12rwG8Xzyp5Q2/voices/hZTuv9Zqrq4yHYrEmF1r/MReL0fdboS5j8sjxEN0K.mp3,"Smooth and steady with a touch of depth—like something you’d hear on late-night radio. It doesn’t try too hard, but still pulls you in. Perfect for narration, storytelling, audiobooks, or any calm yet compelling voiceover work."
2026-08-15,cLAH1kXlkAivJHxCW601,17f3d10a30c42fdac07a6f26feda26b7892eea50287931c0727fcf66ceb0fd46,"Olivia - Bright, Youthful and Engaging",sv,sv-SE,stockholm,female,young,professional,conversational,high_quality,63002766,12245093,6920,false,1,https://api.us.elevenlabs.io/v1/voices/cLAH1kXlkAivJHxCW601/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoib05DdkpNcDNtWGJqaFFPOEVjZ1ZTUm9aRXYxMiIsImZpbGVuYW1lIjoiVGRJYXhFYjFiSDVHcmZUQUd1c0UubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Olivia’s voice is bright, youthful, and engaging — bringing a natural warmth that makes every interaction feel genuine. Her clear Swedish diction and lively tone create an approachable and modern sound, ideal for customer service, onboarding flows, or conversational AI. With her upbeat yet balanced delivery, she fits just as well in e-learning, explainer videos, or social media voiceovers. Powered by Voxifyer.com"
2026-08-15,enzbGixeo55iqn1QxbbC,b45c1524a1f360319535f16b301e5b6f37edf26fd1d59861eda66206ff25cdc9,Jon - Calm Presence,en,en-US,american,male,middle_aged,calm,conversational,high_quality,62508043,53864536,49758,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/7bdd69d9e581481a8ea5216493271f81/voices/enzbGixeo55iqn1QxbbC/M4EXYCwimtFnwT92QFlR.mp3,"Calm, reassuring, and deeply human. Designed for healthcare, customer support, wellness, coaching, and emotionally sensitive AI interactions. Voiceover credits include the Calm app and more than 60 National Geographic narrations. Ideal for patient-facing agents, care navigation, concierge services, onboarding, and other high-trust conversational experiences."
2026-08-15,fQj4gJSexpu8RDE2Ii5m,98502da27d31153bf16a3b7acc4708333deb810b421a78e356e09261f54706f0,"Yu - Youthful, Energetic and Engaging",zh,cmn-TW,taiwan mandarin,male,young,gentle,conversational,professional,54675767,818443,49149,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/8OXM7U7aZFcKI05Whl3sOM2HBaN2/voices/fQj4gJSexpu8RDE2Ii5m/xXnDtL0jvbLE622bVoEA.mp3,"Yu is a vibrant, upbeat voice in Traditional Chinese with a youthful Taiwanese accent. It is characterized by its energetic tone and engaging delivery. Perfectly suited for tutorials, podcasts, calls, and classes, this voice ensures clarity and captures attention with a professional yet approachable vibe."
2026-08-15,V5GZ9rfeV9jjKZE5NkT7,9ee96b94a9be549fb9e95427a9e8e9aa6426d16526d8e55db6c1948404b3a35a,Adam - Emphatic and Romantic,pl,pl-PL,standard,male,middle_aged,casual,conversational,professional,53643648,1240104,32098,false,1,https://api.us.elevenlabs.io/v1/voices/V5GZ9rfeV9jjKZE5NkT7/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiMm1obEdYT2RWSmNvT3B2MW10c29aSXRqOUZMMiIsImZpbGVuYW1lIjoiM2Q2ODNiMzktOTlhOC00ZTQzLTgwMGUtZjg4NTBhYWEzOTJjLm1wMyIsInRpbWVzdGFtcCI6MTc4NjgxMzIwMDAwMDAwMH0%3D,Good for emotional lyrics or narratives.
2026-08-15,aK834gEOxQEtviMPgurT,7079ba232953956e84bf48975f5bf278f56803dc9ae86dce7a872711c0858ac8,"Kang Nandar - Smooth, Soothing and Calm",id,id-ID,standard,male,middle_aged,deep,narrative_story,high_quality,52015536,1075660,28631,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/ETsB2IbOineKj70qcMkn58yrBcX2/voices/aK834gEOxQEtviMPgurT/68SaFJEn2lvsj7OZFm2j.mp3,"A smooth, welcoming voice with a natural warmth — perfect for narrations, explainer videos, and story telling."
2026-08-15,XJa38TJgDqYhj5mYbSJA,15e624625cd15f8759df885586b51c79dcbf91a3c058494b0e5c1c474749a28e,Bella - Customer Support Agent,nl,nl-NL,standard,female,middle_aged,professional,conversational,professional,47411890,1403029,51524,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/B0hq587F97TrJSffFacxX2rCxMA2/voices/XJa38TJgDqYhj5mYbSJA/FvInuo0RKNEGvmxeRcx2.mp3,Conversational Dutch female Voice.
2026-08-15,DowyQ68vDpgFYdWVGjc3,213859b1d1703a17daae1d56066a547571ab298b14e1a86eedd05126a8bf08b8,"Jason Chen - Deep, Magnetic and Calm",zh,cmn-CN,beijing mandarin,male,middle_aged,deep,narrative_story,high_quality,46871707,881160,76810,false,1,https://api.us.elevenlabs.io/v1/voices/DowyQ68vDpgFYdWVGjc3/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJmMTdlNzY0YjQ2MzU0OTM0YWViOTFhNDRkNDRiN2ZkMyIsImZpbGVuYW1lIjoiWjh6bnNZaXJXRTV3RVhNM1MxdTIubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"I am Jason Chen, a deep and magnetic Chinese male voice. My tone is calm, steady, and expressive, carrying a sense of confidence and composure. I am perfect for narrations, audiobooks, podcasts, and any content that needs a mature and captivating voice."
2026-08-15,JfznbVXrGXYh0gZo9Lcp,390a58a9028591db738f72fc4c42ba41942bc44d5591a6da3f47c34c90f3ebdc,"Antonio - Natural, Balanced and Calm",it,it-IT,standard,male,middle_aged,gentle,narrative_story,high_quality,43675809,484482,39033,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/rh4Zkm8069hWltG1j5Wo8DgVQN32/voices/JfznbVXrGXYh0gZo9Lcp/d0693720-4116-47d5-a76c-769441c5a55f.mp3,"The kind of voice that instantly puts a smile on your face. Think fast-paced sitcoms, quirky narrators, or upbeat explainer videos."
2026-08-15,EbiSUflQjzm4g7S895SC,b0f2837ab607e8cd12a2f7327af8d88720f45812a30e3c660fb5056c69638773,Leo Antonio - Welcoming & Serene,pt,pt-BR,brazilian,male,middle_aged,classy,narrative_story,high_quality,39724990,2950696,25144,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/772b3f45079a4be0b48b357c33b9da1a/voices/EbiSUflQjzm4g7S895SC/Qa8cMNDhzBZGDJ0W6WHu.mp3,"A Brazilian male voice with a deeply welcoming, calm, and inspiring tone. Ideal for narrating audiobooks, documentaries, radio and television commercials, educational projects, and accessibility content. It conveys confidence and warmth, making it perfect for guiding listeners through literary and institutional experiences."
2026-08-15,QC3gSHMyKh8m20lGyUNZ,3402612e641f4d426689c328e8a9d15a1160f930a21ea654b9f82b15a1cbb23f,Jonathan - News Anchor,id,id-ID,standard,male,young,chill,social_media,high_quality,38979246,1560320,39509,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/M8zkxqbNulM7ofJiYBlqxqtXt4I3/voices/QC3gSHMyKh8m20lGyUNZ/xCEEZbtTFIZa4x2kyNOm.mp3,"The voice of a young man, clear, professional, and naturally chill that’s perfect for conversational, engaging social media content."
2026-08-15,ZSHzpa6aUvhjzShiBmYw,3d1fa6a5595e0a31fff8d7c1a2f2794b91ca87ddd200066dfbdfcef662a65a1b,Sanna Hartfield - Sassy and Natural,sv,sv-SE,stockholm,female,middle_aged,sassy,entertainment_tv,high_quality,35342365,1121718,34553,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/ZSHzpa6aUvhjzShiBmYw/7pBsUd1ILgCpjTy8Wgbc.mp3,"Middle aged Professional, Swedish & sassy female voice. Perfect for Ads, TV, radio, social & audio books. Let's go Scandi..."
2026-08-15,JlfM9BOUS7FcsHfTqsAy,7398804d9eaf2f463899a907587c33a390591775784f87857b6d0e1e4e3e66f6,Vikram S - Gripping Documentary Host,hi,hi-IN,standard,male,young,intense,narrative_story,high_quality,34859343,15283320,24675,false,1,https://api.us.elevenlabs.io/v1/voices/JlfM9BOUS7FcsHfTqsAy/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJlZDliMDVlNjMyNGM0NTc2ODU0OTAzNTJlOWExZWM5MCIsImZpbGVuYW1lIjoiRmxvVHhpRFJIY05ibkRyVU5xanYubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"Vikram delivers a clear, confident, and gripping delivery built for documentary narration and hosting. His composed yet engaging style holds attention while conveying information with authority and clarity. Ideal for documentaries, factual series, explainers, interviews, long-form storytelling, and hosted narrative content. Perfect for YouTube documentary channels, OTT-style factual content, podcasts, educational platforms, and projects that require a reliable, commanding documentary presence."
2026-08-15,3MTvEr8xCMCC2mL9ujrI,4d46b7cba655e72996bcca63dc8947d565903de280e270134a598283561e6a75,"June - Calm, Clear and Steady",ko,ko-KR,seoul,male,young,calm,narrative_story,professional,31498540,231613,27811,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/V0noQjJtOMYaa9fhrtHFK4lk25q2/voices/3MTvEr8xCMCC2mL9ujrI/523d79f8-0e61-4fe0-8a34-8126a7107060.mp3,Young Korean Male Voice. Great for Stroytelling.
2026-08-15,gpzZjtWbZNetDrq8CXKD,2b2ae7d068f487d8056dee6a547a6b7cc8abd004576f061a8b05b0e4f1e93542,"Yudo - Soft, Soothing and Calm",id,id-ID,standard,male,middle_aged,confident,narrative_story,high_quality,28121663,1447221,19964,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/3eAdGX6snfS1KEp5ApQxMLMZiS33/voices/gpzZjtWbZNetDrq8CXKD/f558461e-8a6c-4b59-a60a-93f8e9e38321.mp3,"A dynamic and emotionally rich voice with native Indonesian warmth and natural English flow.
This voice spans across intimate whispers, playful teasing, heartfelt narration, cinematic delivery, and character-driven monologues.

Ideal for creators, brands, and storytellers who need a voice that feels personal, versatile, and grounded in real human emotion."
2026-08-15,GKDaBI8TKSBJVhsCLD6n,b2ad93fb9e7f6c33e86e8d513b321eb12b332eb7c7411ff162a9736efe0f4129,Asahi - Calm and Natural,ja,ja-JP,standard,male,young,calm,conversational,high_quality,27771233,261754,17041,false,1,https://storage.googleapis.com/eleven-public-prod/custom/voices/GKDaBI8TKSBJVhsCLD6n/kRQ5Gg7mqjJLf0Dary2z.mp3,Young male Japanese voice with a calm tone. Suitable for conversations.
2026-08-15,QD3mM8iI4N1qizZxCXmc,7398804d9eaf2f463899a907587c33a390591775784f87857b6d0e1e4e3e66f6,"Raunak M - Gripping, Powerful & Deep",hi,hi-IN,standard,male,young,modulated,narrative_story,high_quality,27186244,4728593,15993,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/QD3mM8iI4N1qizZxCXmc/As4iDdEBN6mwyVq57g5E.mp3,"For Stories - Raunak M delivers a rich, theatrical depth that commands attention from the first word. His expressive, dialogue-driven Hinglish delivery brings intensity and life to cinematic storytelling — from mythology and ancient epics to documentary-style historical content. Ideal for faceless channels, audiobook production, mythology series, cinematic lore videos, and documentary filmmaking across entertainment, history, and cultural media platforms."
2026-08-15,fXhoW006nc5Wf8xkGVSy,88a8e00f1cc9f1565a7cc5c8e314adb4d386cc708fd340b6205639f150912203,Yunus - Soft and Natural,tr,tr-TR,istanbul,male,middle_aged,professional,social_media,high_quality,19785755,1275488,15866,false,1,https://storage.googleapis.com/eleven-public-prod/database/user/KK672SV9rvaAcGUUrNqdTYwrxNe2/voices/fXhoW006nc5Wf8xkGVSy/FT5u9CV9voHYtwZAI5D3.mp3,"Natural - Soft - Fluent - Dynamic Turkish male voice.
I have a natural and warm voice tone in the middle-age range. I offer a flexible and trustworthy voice that can be used in a wide variety of projects such as news, commercials, documentaries, explainer videos, corporate presentations, educational content, and animations. With accurate intonation, fluent delivery, and professional recording quality, I am here to add value to your projects."
2026-08-15,BqljjWyTnrioXPCNkCd4,2e514ccc44c5906fa3fb4c0fc516255c8cc3eb3a6bebd2311c442b6ac5c98c74,"Stella Gu - Cold, Indifferent and Calm",zh,cmn-CN,beijing mandarin,female,middle_aged,serious,conversational,professional,17837818,449657,8141,false,1,https://api.us.elevenlabs.io/v1/voices/BqljjWyTnrioXPCNkCd4/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ1c2VyX2lkIjoiWmhOTkFOUmNqSmZGUmdLckZxRFhyZkVQcVFBMyIsImZpbGVuYW1lIjoiVDZ0dFV3V3k1WG85NmplNlo1ZncubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"A cold, apathetic female voice with a calm, distant tone. Minimal emotion, clear delivery, and a quietly detached presence."
2026-08-15,0ptCJp0xgdabdcpVtCB5,29549ee69d418c36c6ad7507edc74dc8fd970b1c5f53946a05035c8fe3f4379d,Yoko Honda - Soft female voice,ja,ja-JP,standard,female,young,cute,conversational,professional,17146626,870737,24077,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/908f673a1a1d4d7fa450f62d061f96dd/voices/0ptCJp0xgdabdcpVtCB5/3ed2ceb5-9cd2-4a21-9760-2ab0de8fa743.mp3,"Your Japanese Voice Solution.

A clear, warm, and natural Japanese female voice.
My voice is professional, easy to understand, and gentle on the ears—ideal for global audiences."
2026-08-15,5n5gqmaQi9Ewevrz7bOS,94305a63704ac03992e2fc49b57d5729ab5c6f0add2eb60004fb3d2e78dc20a9,"Sian - Tender, Clam & Clear",ko,ko-KR,standard,female,young,calm,narrative_story,professional,17090129,1184300,12528,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/0599cced02a740299b1782629818a7aa/voices/5n5gqmaQi9Ewevrz7bOS/rFBSP0tPerBKanVcVfjO.mp3,Young Korean female voice. Great for Narrations.
2026-08-15,Na15FlRRkMEDtEW4nVVP,9ef00b82e797a06b29f48ca424ebfeb520beab84dc10a0d175a6a495ff6eb35f,Thanh Ngọc - Warm & Trusted Expert,vi,vi-VN,southern,female,middle_aged,calm,conversational,high_quality,14319846,1964869,12645,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/fe9272e0064e4240a5ba1a8f70facffc/voices/Na15FlRRkMEDtEW4nVVP/efSopyeELYiSzaTdIVHq.mp3,"Warm, natural and trustworthy Vietnamese female voice. Southern neutral accent. Perfect for podcasts, educational content, storytelling, product reviews, health, finance and professional content. Friendly expert tone, clear pronunciation, conversational and easy to listen to for long-form audio."
2026-08-15,ZswvODxwIaNVszyBPqBF,c3577e97f0e1328e416de380cd628087d4cb745579796d8a01884d5ac0de6f39,Irene - Reflective thinking,de,de-DE,standard,female,middle_aged,serious,narrative_story,high_quality,10541985,863404,6590,false,1,https://api.us.elevenlabs.io/v1/voices/ZswvODxwIaNVszyBPqBF/previews/audio?payload=eyJ2b2ljZV9zb3VyY2UiOiJjdXN0b20iLCJ3b3Jrc3BhY2VfaWQiOiJmMDE5MGEzODVkZDI0YTNiOTI5MTg3ODlmNzBlMzE1OSIsImZpbGVuYW1lIjoiZlEzNVROMXl1V3VSQ0ZVYWFwZVEubXAzIiwidGltZXN0YW1wIjoxNzg2ODEzMjAwMDAwMDAwfQ%3D%3D,"A thoughtful, honest female voice with a serious and reflective tone. Calm, grounded, and emotionally sincere, conveying depth, intelligence, and authenticity. The delivery feels mature, composed, and introspective — never exaggerated. Clear, steady pacing with subtle emotional weight, suitable for meaningful storytelling, personal reflections, and serious narrative content. Good for Audiobooks, documentaries, journalistic narration, serious topics, memoirs, therapy content, educational material"
2026-08-15,N0wraTTB0pquzsz3DLG8,540f5867d05b1981787e26a8c3455bec317f333df52b156c05ab4a4d25b40180,"Nil - Dynamic, Playful and Clear",tr,tr-TR,standard,female,middle_aged,unknown,social_media,high_quality,9245786,189785,9270,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/084d4dc98ea546d6a6d5bf92c031be9a/voices/N0wraTTB0pquzsz3DLG8/jUNZ8m2NH0qWSYpXORpa.mp3,"Middle-aged female with perfect pacing for all languages. Dynamic, playful, clear, powerful narrator which fits perfect for almost all genres."
2026-08-15,4NQthjVhIGGVfL3Si000,39d845c0359a1935ac0ba8ab60e695551a453bd4717d51c1a2fc3e088810920a,Chen Mandarin Chinese,zh,cmn-TW,taiwan mandarin,female,young,casual,social_media,professional,7586428,331509,9652,false,1,https://storage.googleapis.com/eleven-public-prod/database/workspace/2d6ac8c7f1724afc98e7baffe264d777/voices/4NQthjVhIGGVfL3Si000/831ad48d-692b-46bd-b96a-f0504030212d.mp3,"Native Mandarin Chinese voice with a gentle Taiwanese accent. Clear, warm, and natural delivery — perfect for daily dialogue, storytelling, audiobooks, narration, podcasts, and lifestyle content. My tone is conversational, friendly, and emotionally expressive while maintaining clarity and professionalism."
